"	Nab2",50.87250488,2.024838354,0.430991293,4.698095733,2.63E-06,0.000142127
"	Cpq",7.175555224,3.435515116,0.731803942,4.694584052,2.67E-06,0.000143998
"	Marcks",152.9177265,2.607060153,0.555496002,4.693211367,2.69E-06,0.000144376
"	Gm6377",9.744274149,3.460155701,0.737763179,4.690062883,2.73E-06,0.00014602
"	Socs3",45.94892026,1.85666329,0.396016273,4.688351004,2.75E-06,0.00014665
"	Lgals3",10767.59629,-2.359456995,0.503559216,-4.685560151,2.79E-06,0.000148064
"	Dennd5a",612.4029592,-1.048318054,0.223804911,-4.68407083,2.81E-06,0.000148545
"	Ptpn2",3671.977841,-0.72032935,0.15382843,-4.68268023,2.83E-06,0.000148959
"	Tmsb4x",654573.8978,-0.9165171,0.195862566,-4.679388821,2.88E-06,0.000150767
"	Pou2f2",228.3014478,1.317181935,0.281807036,4.674056249,2.95E-06,0.000154123
"	Slamf7",4392.475799,-1.386470881,0.297025804,-4.667846572,3.04E-06,0.000158226
"	Huwe1",1054.061845,0.623319062,0.133607503,4.665299827,3.08E-06,0.000159568
"	AF251705",18.64223127,3.451335496,0.740068222,4.663536944,3.11E-06,0.00016031
"	C1galt1c1",1859.603787,-1.006599663,0.215907078,-4.662189274,3.13E-06,0.000160733
"	Smim11",2206.485736,-0.739909767,0.158799294,-4.659402111,3.17E-06,0.000162291
"	Fam103a1",3172.303219,-0.968199276,0.208203547,-4.650253505,3.32E-06,0.000169002
"	Ccr5",1306.033913,-1.188480318,0.255627499,-4.649266309,3.33E-06,0.000169157
"	Swap70",251.2262575,-1.338097199,0.288009186,-4.646022642,3.38E-06,0.000171176
"	Cd81",122.2014246,1.909678721,0.411822334,4.637142191,3.53E-06,0.00017801
"	Stard10",266.5341474,-1.259183205,0.2717368,-4.633833926,3.59E-06,0.00018019
"	Nebl",547.3132539,1.283106961,0.277289678,4.627315997,3.70E-06,0.000185246
"	Armcx2",122.7422684,1.838433242,0.39756458,4.62423801,3.76E-06,0.000186599
"	Egr2",57.26093596,2.524503455,0.545861341,4.624807193,3.75E-06,0.000186599
"	Psph",1819.389331,-0.947796427,0.205172706,-4.619505411,3.85E-06,0.000190188
"	Pyhin1",6021.5447,-0.882218633,0.191066952,-4.617327183,3.89E-06,0.000191474
"	Ccl9",221.6361115,-2.868105188,0.622463206,-4.607670238,4.07E-06,0.000199835
"	Ppp1r15a",219.4177392,1.329563588,0.289370157,4.594681089,4.33E-06,0.000211904
"	Nhsl2",99.75192354,-1.543314428,0.335957099,-4.593784245,4.35E-06,0.000212029
"	1700027F09Rik",71.56268667,1.955872953,0.426043465,4.590782657,4.42E-06,0.000214308
"	Rps26",3960.614109,0.650206305,0.141723446,4.587852782,4.48E-06,0.000216538
"	Mpeg1",18.25781036,3.144565017,0.685863852,4.584823954,4.54E-06,0.000218896
"	Cycs",5891.92778,-0.61376191,0.133950916,-4.581991148,4.61E-06,0.000221073
"	Sptbn1",3003.441227,0.838816587,0.183118053,4.580742172,4.63E-06,0.000221589
"	Ptk2b",1172.364664,1.398448058,0.305470115,4.578019217,4.69E-06,0.000223679
"	Ankrd55",97.79372337,1.808122541,0.395733299,4.569043206,4.90E-06,0.000232632
