,X174_11,X174_12,X174_13,X174_14,X174_15,X174_16,X174_17,X174_18,X174_19,X174_20,X174_21,X174_22,X174_23,X174_24,X174_25,X174_26,X174_27,X174_28,X174_29,X174_30
Helz,13.1578102,18.52807511,17.64875138,15.67184786,15.32471485,26.56208677,21.94863978,24.67792664,23.53258468,21.44599451,20.25454374,27.28378395,25.64881405,38.88618236,19.21965642,18.72880583,24.21736704,20.77809507,21.09732799,39.6148527
Helz2,3.643278771,5.155551461,7.523814659,11.11790306,4.022838868,6.795868399,4.110450264,7.008997211,12.49152254,9.035989301,12.98256094,16.26435151,10.11786443,17.72361409,11.16019697,9.343787069,11.26304929,10.259633,8.872841619,21.28005554
Hemgn,1.021659768,0.790806757,0.618762319,0.439561926,1.092573414,1.282394113,1.16467241,0.645063372,0.687540456,0,0,0.291921737,0.06732302,1.908680417,0.070400984,0.231265507,0.290808481,0.331125725,0.058837295,0.119842607
Hemk1,0.950256222,1.189936174,0.966868854,1.635364211,0.875507214,1.484333397,1.213266595,1.941268798,1.61151083,2.124842464,1.005485014,1.254419625,2.314355043,2.899629258,1.540105522,1.686402962,2.309932921,2.207625229,1.99199622,2.590489302
Hepacam,0.015404905,0,0,0,0,0,0.017561295,0,0.217705947,0.0153779,0,0.015405905,0,0,0,0,0,0,0.024840679,0
Hepacam2,0.061497279,0,0,0,0.053118547,0,0,0,0.057939655,0,0,0,0,0.167548147,0.029663772,0,0,0,0,0
Hephl1,0.05687965,0,0.060285453,0.024472069,0,0,0.032420851,0,0.348329515,0.085169907,0.025077287,0.056883342,0.183658189,0.061987003,0,0.067595968,0.169999244,0.12904512,0.045859716,0
Herc1,4.154986291,3.565875288,4.028986465,5.654563911,4.632465077,2.896055799,4.014355997,4.109797695,6.288378735,8.074782402,4.833002956,6.895956708,10.84697686,7.000848767,5.770945792,6.887238372,6.209114582,6.083822642,6.98509397,7.827584507
Herc2,3.907950916,7.20720496,6.389783122,6.401242708,5.35618097,11.34406795,6.713164624,7.623586938,11.10648402,10.97251578,8.363191045,10.61567409,11.57054288,13.83247839,11.02979565,7.795810737,9.996022102,8.060112158,8.610504291,14.01118087
Herc3,4.314358836,6.68277897,4.619470707,5.051204018,4.867066725,8.905138673,7.949761146,8.127975521,6.996399048,7.479064474,6.77177282,7.603033685,8.265723457,9.968682332,4.928570483,5.061633385,7.156312796,5.827833724,7.579726603,9.440830984
Herc4,37.10590686,47.39071557,43.30765136,28.79364324,41.74078922,61.82404605,48.80039486,38.41087129,32.54833804,26.48948969,29.628372,33.49206257,28.07306803,39.58896222,26.51213116,22.36793431,33.17036046,23.22307417,26.93423643,36.95461952
Herc6,8.299175151,12.22887617,16.79256954,12.33501317,9.379695807,18.58418375,16.76056776,14.61119024,10.66236402,7.125937367,13.44180187,12.55597729,8.084649117,17.18220779,9.592708148,7.280209276,11.77572537,9.111495338,7.159204429,14.12155093
Herpud1,18.86311653,21.22252078,19.43885953,27.3994385,17.29063706,35.50671508,16.04932563,20.98417832,15.54392113,30.90763103,18.25735845,23.86916594,35.56498921,24.48246309,23.26426841,30.86965659,19.28549593,31.21700997,35.00627516,27.95200557
Herpud2,4.113687231,5.611331025,4.055589274,3.818805887,4.012039161,8.490444915,5.428863388,7.370805219,4.696243162,4.504175006,4.811907025,5.420412661,5.051508813,7.047700518,4.772984566,4.69786885,5.381281034,3.724746203,5.15432536,5.789431939
Hes1,0.604491208,0.829744621,1.268559361,1.570871653,2.004986701,2.927132754,2.246493075,2.731048655,0.170856397,0.362058906,0.053302014,0.302265221,0.524207437,0.61924365,0.046653094,0.919525618,0.060222504,0.296229571,0.965005123,0.327594741
Hes2,0,0,0,0,0,0.108384121,0,0,0.575277777,0.055411883,0.048946151,0.222051182,0.256047329,0,0,0.043978208,0.165903285,0.050374364,0.089509544,0
Hes3,0,0,0.04051824,0,0,0,0.043580525,0,0.108052847,0,0.134836846,0.038231659,0.141071825,0,0,0,0.038085861,0.069385643,0.308226091,0.03139048
Hes6,3.979994095,4.893055734,5.994434326,11.9324765,4.438903153,3.899189616,4.775912024,5.431432303,9.512526212,20.45058228,13.18805266,17.97398194,20.60019669,16.39068073,13.05454739,23.20110204,13.06387391,21.63295018,20.26676879,12.55609764
Hes7,0,0.114284486,0.025149728,0.020418388,0.027327928,0.138995163,0.135252463,0.023305547,0.245918028,0.142123838,0.167386837,0.237304442,0.109454349,0.284455337,0.045783412,0.131597712,0.33095926,0.043067765,0.05739491,0.253293492
Hesx1,1.006762239,0.829404286,1.965608299,2.27974931,0.82382716,0.724222657,1.17789187,1.144926521,0.499221543,0.026447299,0.070083892,0.264954627,0.171090816,0.057745353,0.230030967,0.503764058,0,0.721288881,0.363133807,0.304561045
Hexa,0.806946899,0.48886329,0.785337443,1.139809078,0.450057059,0.60117196,0.71162376,0.852364906,1.243200518,2.031562567,1.803459995,1.659677751,1.957083927,3.357223418,1.664666441,1.523911192,2.02750076,1.998859293,2.180968947,2.342001376
Hexb,11.47814109,10.29268335,11.15163673,19.89444271,6.887408217,9.899004895,10.08870152,13.74469085,9.433947683,16.9375678,10.33379582,11.95286409,21.32119014,10.9874501,14.31531654,20.21521466,11.22907281,15.07714199,20.35679459,10.054591
Hexdc,0.122172528,0.25743122,0.210417832,0.065704838,0.175878435,0.129213063,0.034818581,0.134991897,0.417255022,0,0.080795739,0.183270686,0.140886347,0.29957102,0.014732758,0.108892683,0.136928832,0.110871065,0.012312834,0.125396834
Hexim1,7.941985676,11.94288516,11.24787961,7.639718454,9.466097713,24.24249942,14.1142995,13.93152127,9.541056553,8.620470316,6.788912724,10.75185744,7.486775494,16.78109543,6.992627239,5.715175459,7.566700633,7.868252476,6.43125742,16.06111599
Hexim2,0.240006169,0.397351365,0.492855641,0.400136241,0.310959584,0.517437366,0.427503748,0.191525847,0.296784844,0.104818625,0.171948903,0.480043493,0.207576898,0.310598778,0.289422901,0.154496409,0.104609056,0.190579033,0.193507073,0.283291312
Hey1,0.29872178,0.575488272,1.203112118,0.61691013,0.412835613,1.244303602,2.860511319,1.05621178,0,0,0,0.298741168,0.385816023,0.585980432,0.057636468,0.189334384,0.059520381,0.271088784,0,0.392455002
Heyl,0,0,0.053837283,0,0,0.495904753,0,0.049889498,1.675002895,0.152120158,0.089580018,0.101598126,0,0.166070499,0.098007201,0,0.101210677,0.092193897,0.040954531,0
Hfe,0.205277736,0.247167551,0.217569225,0.117759068,0.157608491,0.356278879,0.390021092,0.672050969,0.257869862,0.273223835,0.060335682,0.205291059,0.883759236,0.820270323,0,0,0.136338782,0.124192466,0.275844951,0.224741659
Hfe2,0,0,0,0,0,0,0,0,0.497802225,0,0,0.052840269,0,0,0,0,0,0,0,0.043385023
Hfm1,0.152415071,0,0.48462385,0.065575512,0.263298383,0.595194157,0.695000954,0.149695771,1.292380583,0.152147882,0.268789032,0.381062409,0.281218084,0.581352678,0.220556391,0.120753723,0,0.553264196,0.061442992,0
Hgfac,0,0.185649079,0,0.066337174,0.088785535,0.050175614,0,0,1.162125903,0.076957543,0.135955514,0.154195386,1.564664444,0,0.148745442,0.244312566,0.076803678,0,0.435096588,0.379810918
Hgh1,5.855805574,5.380847155,5.144808587,3.646527704,5.501660231,9.277357241,6.324162907,6.735109802,4.428155803,6.460860128,4.619932211,3.852753709,3.554089797,8.900668813,4.608559727,4.456239588,5.526807941,5.034428928,5.591006613,7.718552892
Hgs,7.696026037,6.618934731,7.509475211,12.82417929,5.486806013,9.540842361,8.077025763,12.35790411,15.76763462,17.3161891,6.893814401,8.42952797,15.89023892,14.37783364,11.78491497,14.42065089,10.46630172,7.760124344,12.6069604,20.26190831
Hgsnat,21.29990405,21.41703518,23.1297668,21.47944351,17.73082843,23.83462715,27.51900995,24.73684486,48.37372437,40.43617526,40.19909317,50.82412217,41.5063567,77.5377966,35.40093671,36.65186279,41.47217404,59.81994833,43.44526914,66.27649609
Hhat,0.439233979,1.057731727,0.775890251,0.692916871,1.096016397,1.667601277,1.168342596,0.647096135,0.965589904,0,0.258201229,0.512472901,0.607816554,0.638231722,0.141245672,0.173995714,0.948105905,0.863639889,0.531204357,1.442643151
Hhatl,0,0,0,0,0,0.019207603,0.100928177,0,0.94534993,0,0.026022398,0.029513578,0.10890279,0.160807908,0.056940876,0.023381173,0,0.026781712,0,0
Hhex,0.638093655,1.152458488,1.26806441,1.681528741,0.918593692,1.790989457,0.772877849,1.37092629,0.526032383,0.477731288,0.246159226,0.039883442,0.772625564,1.608088282,0.346264068,0.252770883,0.278119412,0.470492231,0.836011461,0.523947079
Hhipl2,0,0,0,0.151627827,0,0.152916156,0.066959373,0.115378662,0.608732616,0,0.258962884,0.176223299,0.054187513,0,0,0,0,0,0.142072355,0.048229958
Hibadh,31.20655404,30.07003334,38.3237028,41.17919209,32.3998405,29.59085683,37.81350652,30.27242783,25.17808946,38.78000195,38.92266877,44.91303091,38.79269964,55.08379584,36.8185288,37.67786142,36.66101828,46.17951361,45.19262874,46.97169513
Hibch,29.55051899,22.77953775,26.72595168,17.28809299,29.22903865,26.61378138,25.8246444,16.4126203,11.04394633,12.19135117,15.45611846,13.60393545,12.12183043,17.55767603,13.93837596,12.6778774,14.9642946,14.17539319,12.68195138,16.18367414
Hic1,0.897486674,1.08063148,1.571590465,1.10804624,1.39312757,2.793652307,1.779334748,2.721072662,0.220582688,0.350574787,0.619335982,0.702426463,0.431983098,1.020598991,0.978755004,0.061830504,0.583123108,1.026934708,0.314611514,1.15346832
Hic2,1.305861968,0.827548162,0.874139075,1.892506686,1.820541271,2.326089986,1.880409385,1.55257692,1.100810581,0.274436366,0.060603444,0.549872305,0.570652229,0.52430673,0.066304674,0.272261538,0.616247261,0.187115424,0.609552052,0.564347584
Hid1,0.25012756,0.702729099,0.176736359,1.847401518,0.144032524,0.705444967,0.118808579,1.187380496,4.124008923,8.177317248,3.032619187,2.814117682,7.826364038,1.590091295,3.699973363,6.324871259,3.177170716,2.742792566,5.982803487,2.635748805
Hif1a,393.2170279,465.3378547,487.3773949,206.8484139,484.1618439,707.9956243,626.9113943,354.4863895,120.9994584,69.81443865,108.2706656,172.9122644,74.09776944,246.1122589,133.4800595,70.27317796,140.1641444,170.1123938,89.04653588,232.960498
Hif1an,9.24954862,8.395621845,11.83947528,10.28561444,9.013612684,9.863618945,6.89435447,9.853214045,13.4068634,11.22205185,8.281418888,9.677078903,16.27849325,13.80196461,11.11968991,13.30337417,8.080734888,10.9766741,12.04677841,9.990248592
Hif3a,0,0.22444235,0.049391342,0.200497511,0,0.394292084,0.265621185,0,0.834197363,0.186077215,0.205456009,0.233020109,0.128973891,0.558639468,0.314697813,0,0,0.169160852,0.112717385,0.841823196
Higd1a,240.3048878,220.3329329,212.6768468,224.0528931,215.6027642,233.1481166,206.7312405,232.7866617,395.8281699,226.7906426,313.7858205,270.9826453,214.5709934,281.6913432,270.5184976,206.892012,319.3594062,209.6557842,189.4295633,281.8128827
Higd1b,0,0,0,0,0,0,0.017365529,0.014961397,0.143519374,0,0,0,0,0,0.044087174,0,0,0,0,0.025016326
Higd2a,175.4147129,96.69140282,146.8791507,211.6324568,116.4241797,34.08433898,85.39233231,101.1503175,387.9822091,340.4579151,393.6651319,389.8033545,331.3250835,285.5958375,381.7254829,336.4308039,369.9328117,364.4448391,323.2005569,345.9243378
Hilpda,80.73783125,50.40053074,49.37153904,51.96462717,62.18431494,32.49370646,34.29737305,34.33125773,73.46538247,70.73032159,102.0139862,106.0343305,84.00389571,72.46492289,87.21353204,66.55695896,90.20900298,102.8143649,71.89224129,88.5523149
Hinfp,3.275463801,3.57981897,2.617044715,3.598995564,4.700818534,6.657864938,2.642498655,3.266517584,1.519250638,1.307888713,1.910651753,1.058295449,4.183957772,1.922078903,2.041781255,2.036114701,1.757099325,2.515166838,1.503265227,3.268808934
Hint1,144.7102566,100.8048782,122.113768,137.0934381,113.8919459,107.7576782,122.4607606,127.9397869,145.1243967,104.4877034,111.6747329,111.0046814,90.75241028,109.9213221,121.6784771,96.94430131,116.9521345,122.5010988,92.08715805,112.7406466
Hint2,8.879693499,6.536906598,10.38665928,12.78753868,5.881561808,5.794302056,8.863900387,10.68694142,25.59649911,24.02040645,29.37195585,34.07170884,29.88124313,41.3153654,26.60910874,25.29721739,30.06860818,35.03057682,27.37609305,36.98506239
Hint3,36.23973149,41.80005351,52.67049239,35.24566601,37.11320607,29.51342974,58.38846645,39.68181398,89.89307272,42.81778143,74.36498343,76.05261849,31.68382912,85.87365271,74.40445348,40.81466176,76.42912166,59.90567669,37.4897121,82.12909755
Hip1,8.270004826,14.0251831,6.835453902,9.305829764,10.13066153,18.74600093,6.551838743,9.846054382,15.78984158,8.912444093,8.240008239,8.402168237,11.59589757,5.522301482,12.3800031,9.332786147,8.260855637,7.66425249,9.479897521,7.745257586
Hip1r,9.737133849,11.97979971,9.548566399,8.14375075,10.79477531,15.00441941,13.79737598,13.70457451,13.63215414,6.116675958,8.692868352,9.131051444,5.96061466,13.65274187,9.364326775,5.38327718,8.340728981,7.817881961,5.771816968,14.12251888
Hipk1,42.48173305,65.15526973,51.76546043,37.836492,50.34079614,101.9802667,61.63363878,56.69978673,74.48012875,40.09456664,76.52303158,68.96341577,33.8914772,137.3430068,71.11000902,34.27503083,88.97846762,52.26080483,32.17370169,116.7790595
Hipk2,0.274294062,0.304862429,0.380169779,0.43574064,0.34019671,0.86515336,0.384849151,0.559523634,0.914430887,0.04212511,0.502331546,0.907339245,0.447699104,0.574852974,0.447812497,0.384479781,0.315306652,0.191477485,0.391268901,0.675679369
Hipk3,35.85336269,48.09700052,40.11373409,27.34792029,45.33434418,73.99358111,46.12916054,38.35558135,21.19520206,17.77083856,18.00512973,27.17221445,19.43177145,33.52647406,22.0836661,20.37428438,26.17872245,18.24774157,23.07877541,33.68675675
Hipk4,0.074417289,0.358412744,0.0788732,0.06403503,0.1714087,0.145303005,0.084834273,0.073089579,1.612581538,0.074286833,0.131237357,0.148844238,0.20595884,0.243298158,0.143583427,0,0,0.067533383,0.119999181,0
Hira,15.13965715,31.30652802,20.05772482,18.83317862,24.63772397,36.30842468,20.44806451,20.84968704,8.682329058,3.449733167,6.965031491,7.570319885,6.224398728,13.2710001,5.238930381,5.997339863,5.246226192,7.76562148,7.56271107,14.7284725
Hirip3,63.66904393,67.59689238,75.46059526,54.60122732,91.16191846,121.2366716,75.03355782,77.95511218,12.36193495,11.59493648,8.53498506,10.97071619,8.929650614,16.64327105,11.8280172,6.134959981,10.50029541,10.54083557,6.936989687,16.77888974
Hist1h1a,1.516412504,0.760774104,0.669671368,0.869901079,1.018739559,0.575723088,0.72028374,1.98581008,0.595286614,0.504584724,0.111426822,0.505503642,0.233158602,0.826287306,0,0.200234415,0.251787941,0.22935635,0.203770141,0.41504874
Hist1h1b,3.916014942,7.751998298,7.316127803,12.62200575,4.586407078,7.214201942,7.11242464,17.73139276,2.126137009,2.915298315,0.468204895,1.991323274,2.755435047,0.723329285,1.856909768,1.524975767,0.92574033,2.891200613,3.745974431,1.907494833
Hist1h1c,17.58279139,20.78588402,23.88745416,24.20759125,15.83151984,36.72394591,22.04844697,28.72948529,26.80619313,22.65799514,22.12831906,21.1007191,33.03151493,26.65202973,22.05117065,17.7294715,23.24967114,29.01147404,34.92519739,21.65619134
Hist1h1d,2.081702858,2.615482088,2.206349731,6.152643692,1.772020916,1.943946631,2.476279372,4.978064814,1.023274496,1.174552007,1.117307135,0.814632249,1.419466539,0.295907435,1.92094114,1.434146489,0.631186589,2.464091431,2.189205836,1.114769708
Hist1h1e,7.884323868,5.763747563,5.968868837,19.02040905,4.377934029,4.673326244,6.098984379,10.09440921,11.67290907,21.64388143,9.683328504,8.025636226,16.36561422,3.835837117,11.40922616,20.74731921,7.574239065,18.39854935,28.60562293,6.473921859
Hist1h2ab,0.09855073,0.026369199,0.011605743,0.150758251,0.06305454,0.021380511,0.11234593,0.075283013,0.010316618,0.043723541,0.038621662,0.021901584,0.040407563,0.035799941,0.031691228,0.008675409,0.010909031,0.02981146,0.017657197,0
Hist1h2ac,0.189148572,0.113873502,0.260616576,0.260415495,0.261404664,0.061553474,0.129375432,0.241506062,0.017820631,0.132171891,0.066713956,0,0.017449718,0.061839795,0.091237535,0.059942613,0,0.085825775,0,0.124249901
Hist1h2ae,3.435420903,3.536756137,2.883121155,4.912233114,2.720999251,0.540282034,3.479549911,4.390129543,1.215259568,1.504345799,0.506750075,1.251647211,1.673020852,0.459288249,1.305972444,1.153466912,0.827008266,2.178864306,2.512418255,1.719786436
Hist1h2ag,0.268166694,0.284902842,0.33438095,0.339343626,0.272506079,0.082134459,0.215791661,0.325354508,0.014861954,0.062987432,0,0.015775535,0.145526221,0,0.136961625,0.187464825,0.078576873,0.200414257,0.11446504,0.116573926
Hist1h2ai,0.314123512,0.462274807,0.277443665,0.300332068,0.241178286,0.090865165,0.298412282,0.222819353,0.13153397,0.10452428,0.030775957,0.087262194,0.096597197,0.057054895,0.101013557,0.152087402,0.086929416,0.20588085,0.112562146,0.21494245
Hist1h2ak,0.420520957,0.276182283,0.202591201,0.394748035,0.352219962,0.024881379,0.261483148,0.450565384,0.144070463,0.038162161,0.067418423,0.076463318,0.38794752,0,0.073760768,0.090863368,0.114257583,0.277542571,0.154113046,0.34529528
Hist1h2an,0.318227358,0.191583068,0.265007264,0.449863839,0.209424981,0.207117601,0.207298882,0.178599847,0,0.11345339,0,0.090928003,0.020969825,0,0.109642759,0.036017378,0,0.061883575,0.07330674,0.130650331
Hist1h2ao,0.085380449,0.257008832,0.180985609,0.220406024,0.2458258,0.055569684,0.243330158,0.377357134,0.201102951,0.085230774,0.037642813,0.128078985,0.157533806,0.046523476,0.12355211,0.033822138,0,0.232447216,0.240935568,0.45569555
Hist1h2ap,0.868433537,1.04564964,0.230108261,1.86818709,0.500075538,0,0,0,0.20454864,0.216727785,0,0,0,0.473206074,0,0.172008224,0.21629447,0.591074892,0,0
Hist1h2bb,7.128635453,8.809211203,10.73673378,6.779784213,7.345658711,6.715293432,8.126506777,9.765180977,1.237202677,0.936334036,0.496246776,1.125647073,1.557581049,1.431082165,1.628792622,0.743131088,1.308246765,4.085815132,3.025012999,4.775155303
Hist1h2bc,4.914164773,6.777619448,8.333459184,13.68518897,5.14500794,11.80490668,6.518752534,11.49581955,16.66756727,16.58967835,3.624085964,10.27573869,19.20561778,4.089592496,19.82509766,22.29821993,3.026458772,22.05467134,20.31470749,6.015945244
Hist1h2be,4.496244602,6.541634746,10.92086385,9.511181534,8.846094296,11.09582441,9.824128063,9.936056785,3.353607948,2.992241672,1.982319111,4.309180741,1.728319474,5.512469148,3.795407897,3.116955474,2.98625913,4.080323445,2.567805053,2.768944113
Hist1h2bg,8.385375962,6.282285406,8.887470143,11.0637636,8.798788979,5.0937639,4.673370383,5.673529751,1.228932606,2.790225356,0.328619746,1.863537823,3.781969672,0.406147459,2.876275503,1.623959995,1.113858686,3.720294906,1.953115011,1.989098891
Hist1h2bh,2.35743903,2.838507692,1.249298129,0.760703665,4.072496771,3.835835495,2.015576233,2.894223729,0.277632615,0.294163293,0.259838869,0.294699005,0.271854057,0.642279703,0,0.466931415,0.293575158,1.604524653,0.712764691,0.725896554
Hist1h2bj,44.21622055,32.43710628,38.17380033,51.90577292,34.06081727,14.29372523,32.04596834,43.13974234,12.41472734,11.4000636,7.229634404,10.54229969,7.834080035,2.552926888,16.38449796,7.655811405,11.37727086,27.90221179,14.873722,16.83083677
Hist1h2bk,13.63535048,4.74293038,7.065324091,9.907889621,10.12000692,6.310783266,7.599306623,5.654432315,0.856436263,0.604953208,0.267182141,4.848439276,3.633979554,0.330215543,0.58463426,0.960254606,0.603743694,2.749783191,2.931632163,0.995214696
Hist1h2bl,0.57477766,0,0.60919383,0.247294044,1.654889152,2.618649757,1.31047087,1.975829849,0.812290064,0,0.253409866,0,0.265127771,0,0.83174771,0,0.286311442,1.043216716,0.231709759,1.179893711
Hist1h2bm,56.74649676,48.2555336,54.50579653,58.59547418,49.83195476,28.1616696,48.51743299,47.02561227,15.03666721,7.788964963,4.690984155,12.41410184,10.79737906,3.478606485,13.68609463,5.338820136,5.653376062,24.78303324,13.43975559,27.08351443
Hist1h2bn,1.773328024,4.270401203,1.879510225,0.915554284,2.042293228,0.92333343,2.021559708,2.090027212,1.002444481,1.77021931,0.312732277,0,0.327193305,0.773023663,0,1.123962134,0,1.609287873,0.285952247,1.164882341
Hist1h2bp,9.221305723,8.967842527,11.27706135,13.73331426,6.535338329,13.15750137,5.660367182,13.93351475,0.668296321,0.708087724,1.250929108,4.965640735,2.61754644,0,4.10582839,1.685943201,1.060008012,4.184148469,5.433092686,4.950749949
Hist1h3a,3.194207103,4.894947379,2.769928195,2.498700233,1.337702064,3.401906604,4.303395228,3.992822819,1.641502838,0.579746824,1.024198207,0.871203932,0.803668555,0,2.521235246,1.840487994,0.289293853,2.371688003,1.404740412,0.715310563
Hist1h3b,5.205196033,2.437318197,3.064927463,3.234831837,2.331265008,3.57600141,3.29656832,2.272145766,1.907140226,4.330059266,1.529922633,1.735177957,4.535225042,1.260573858,3.90564796,2.520170283,0.864280391,5.773403713,6.295102259,2.137027407
Hist1h3c,5.550673646,1.856490789,4.575692593,4.776276552,3.55142141,5.017561363,6.327660784,3.634427851,0.871594427,0.307830172,0,0.925172318,0.284484444,1.344240264,0.297490884,0,0,1.958916344,0.248626622,1.519243673
Hist1h3d,3.030077884,2.28025499,2.408633213,5.051720037,1.962932377,0.246514971,1.295336356,1.86001063,0.713696886,1.701430896,0.834944191,0.378784318,0,0.412769429,0.913491031,0.300079564,0.754679617,2.234198843,1.526891752,0.622009185
Hist1h3e,0.509862214,0.19184587,0.439068027,0.383888102,0.256897516,0.103700857,0.762868416,0.438169857,0.060045829,0.159052627,0.056197432,0.223079196,0.293980267,0.694554869,0.43038919,0.201973991,0.349216174,0.549453706,0.693698969,0.07849773
Hist1h3f,3.798713993,3.166542779,4.335876419,3.268739928,3.028759391,1.331284206,3.664235898,1.721972105,1.376522296,1.458482576,2.318939337,1.753366405,1.887020507,2.54757484,1.409495595,0.926031695,1.164453245,4.773208559,2.827150514,3.599046856
Hist1h3g,7.184720756,6.920691434,7.614922872,5.254998429,11.17050177,3.039504183,5.733310058,8.467842209,5.753721286,1.075818849,0.316762332,1.077778061,0.331409714,0,2.079369275,0.569223091,2.50522512,6.194099251,3.186009181,2.949734279
Hist1h3i,3.311489005,3.987245011,4.786053036,3.626623233,3.120341748,1.959341457,2.745478929,3.843754149,1.985403,2.70465041,0.530901878,2.408511951,1.388628173,0,2.613807598,1.908065307,1.199663495,3.005162624,2.912636706,0.741574665
Hist1h4c,45.68033381,38.07834216,45.00163453,50.89789383,38.10764704,14.29372523,40.05746043,45.4405286,27.03651732,18.12317803,24.01271427,19.03470777,14.857738,21.06164683,27.40166038,17.16757709,24.79661599,32.1539774,25.0256275,27.89110093
Hist1h4d,90.72737139,90.74098179,87.2418329,145.4361585,80.05146212,26.90571803,85.07741989,131.8664544,42.73939147,44.91896652,31.93562914,34.75669232,38.47484107,29.90140745,31.41066483,37.38944114,20.41002303,62.74702117,43.94883387,41.45421843
Hist1h4f,2.9266894,1.761960811,3.877414796,3.777562558,2.527940909,0.476207399,5.004554111,2.155854841,1.723362559,0,0.645164225,2.561019434,0.337498606,0.797370865,1.411715273,0.869521887,1.093394091,1.991968926,1.179834466,0.901178661
Hist1h4h,8.048395849,3.08343142,9.693536989,12.59187519,5.898528787,2.381036993,5.421600287,7.545491942,6.548777724,2.191169098,7.096806475,4.756178949,3.037487453,6.378966923,5.293932275,2.608565661,7.289293938,6.971891241,5.899172332,3.304321759
Hist1h4i,78.57601402,68.93734067,57.33411334,49.43604088,58.20709266,98.68420291,53.11490645,55.26286541,21.20468255,14.97816157,9.748742142,19.54655848,17.12064458,9.036493334,16.76061958,12.66964823,13.57140569,18.63309177,15.28102884,16.37311429
Hist1h4j,2.088143561,0.942847007,3.043117118,1.123011341,1.803643233,3.39765953,0.595110835,1.025444063,0.245918028,0.521120741,0.2301569,0.522069772,0,0.568910674,0.755426291,0.413592808,0.260039419,0.236872709,0.841792007,0.428650524
Hist1h4k,0.89924892,0.270688334,0.476546786,1.54758208,0.517820154,2.487415582,1.025126407,2.208012619,0.423613635,0,0.594695733,0.899307285,1.036991684,0,0.216880451,0.712446966,0,0,0,0.184596274
Hist1h4m,1.140152005,1.029612069,4.229474544,3.679067828,4.595786233,1.113098275,4.224191635,4.759192843,0,0,0,1.140226006,1.051836146,0.931896625,0.824944048,0.451653496,0.851908279,1.81069568,1.608700676,2.574532904
Hist1h4n,7.466977643,3.59628787,2.638026852,4.069311809,2.866504423,0.64798221,1.418701723,1.46675124,2.345004054,0.745388774,0.438942089,0.497830819,0.229619587,0.542496964,3.841882279,1.183170853,0.991864639,1.129375239,0.200677202,1.839370018
Hist2h2ac,2.334174829,0.401499443,1.767099327,4.590913348,0.19201465,0.325541302,2.85097954,1.63752132,2.042060946,1.497910454,1.911183257,2.167588731,1.076685146,1.635277929,3.216887076,0.792554639,1.494915605,3.933900355,2.822923315,4.107046292
Hist2h2be,8.547106484,7.718448024,12.02044311,14.00215036,9.275575634,15.72579468,11.42991766,15.01344429,9.136666737,6.727250882,3.623342714,9.369551726,4.549067294,7.344180594,6.501298433,7.2924996,5.895044555,5.369859628,5.565952574,3.23914217
Hist2h4,3.590677774,2.358221554,10.37912204,7.022108384,9.022440153,1.062265919,4.093303333,4.809020458,2.767873637,1.955118095,0.287830878,2.285125069,3.312544865,4.268828567,4.093808986,1.55169948,3.577216732,9.1831167,3.158198583,4.556545035
Hist3h2a,1.356531218,0.816675267,5.751026908,7.003656129,3.515129512,6.621716018,2.319629095,2.99773976,7.987848358,10.49468703,8.073971268,10.17464447,13.14027419,12.93545072,9.487860131,12.89685018,8.446535859,7.078517315,9.84343646,13.08792076
Hist3h2ba,10.23322506,5.523412594,10.09796608,15.78925515,6.502248009,1.377987485,4.424912717,10.05064985,27.92632675,40.15664077,36.40441222,25.40827671,55.66676373,13.84397315,33.36115498,48.9243644,27.42066294,31.06210785,63.15997395,16.51552489
Hist4h4,59.9384872,40.56881143,29.69626156,22.27848758,59.63496226,21.92916895,35.57945086,20.55193425,17.04155618,4.248526344,5.316448709,10.28597009,5.235092879,10.82233129,11.9753328,7.024763337,14.13344016,8.046439364,11.43808986,8.736617558
Hivep1,29.23133959,54.51150753,57.42937229,34.04878477,55.423973,141.9926235,72.74202596,98.73374074,56.75989351,19.21616071,28.60420568,59.1794794,31.57122509,83.52510797,38.86098316,23.72393732,47.94435214,41.40849982,40.23808851,104.7902533
Hivep2,47.14878061,81.9619096,161.7841077,99.65218013,67.87494618,185.4626462,178.714426,162.9447959,155.4742645,92.07311082,95.10102592,200.1006241,131.0336554,316.0016141,129.348785,78.91140914,118.3107885,137.7216994,132.3366443,268.3397594
Hivep3,15.91311879,39.93676856,27.83898488,15.17779949,20.5347387,35.93761035,20.76339249,27.304035,14.63127701,2.105270447,5.240739107,6.519050058,6.01369593,10.23804449,7.213437842,5.012608293,4.202122544,8.177484539,6.183176502,16.84472742
Hjurp,204.213156,267.5687737,254.8047642,305.7324379,239.5419976,284.6935794,246.1429161,305.806895,108.5852006,59.14316437,42.39704206,75.63941119,89.5457057,102.4436127,71.74988159,61.77762027,54.00151926,86.94146545,75.79064546,129.0886038
Hk1,41.9937717,85.52710256,71.97078386,108.4051486,62.76909686,168.641524,89.12356981,139.0906411,116.5887913,100.3407965,71.6938745,100.9703019,115.8106995,134.8591811,67.66392027,64.0631398,59.19397303,88.78626881,94.72993032,173.8754906
